userId,repoId,rating
81,4,1
131,4,1
182,4,2
197,4,1
198,4,2
208,4,2
211,4,2
213,4,1
226,4,1
233,4,2
237,4,2
244,4,2
250,4,1
277,4,1
283,4,2
295,4,1
308,4,2
327,4,1
333,4,1
334,4,2
336,4,2
348,4,2
350,4,2
354,4,2
355,4,2
356,4,2
360,4,2
362,4,1
399,4,2
400,4,1
414,4,1
420,4,2
445,4,1
451,4,2
461,4,1
482,4,2
493,4,1
498,4,2
519,4,2
536,4,2
540,4,2
549,4,2
555,4,1
563,4,1
564,4,1
583,4,1
596,4,2
603,4,2
606,4,2
610,4,2
614,4,2
619,4,1
637,4,2
645,4,1
650,4,2
662,4,2
664,4,1
673,4,1
674,4,1
694,4,2
702,4,2
708,4,2
709,4,1
710,4,1
730,4,2
738,4,1
739,4,2
744,4,1
750,4,2
755,4,2
772,4,2
787,4,2
800,4,1
811,4,1
814,4,1
825,4,1
827,4,2
842,4,1
844,4,1
873,4,2
875,4,1
879,4,1
892,4,2
894,4,1
900,4,2
923,4,1
924,4,2
948,4,2
949,4,1
971,4,1
977,4,2
1019,4,2
1025,4,2
1033,4,1
1041,4,1
1043,4,1
1065,4,1
1082,4,1
1091,4,1
1096,4,1
1115,4,1
1118,4,1
1160,4,1
1178,4,1
1183,4,1
1192,4,2
1224,4,1
1227,4,2
1228,4,2
1233,4,2
1243,4,1
1247,4,1
1270,4,2
1283,4,2
1313,4,1
1319,4,2
1333,4,1
1339,4,2
1349,4,2
1370,4,1
1371,4,1
1374,4,2
1389,4,2
1403,4,2
1417,4,2
1430,4,1
1441,4,1
1455,4,1
1483,4,2
1510,4,2
1513,4,2
1563,4,2
1564,4,1
1571,4,1
1588,4,1
1594,4,2
1606,4,1
1632,4,2
1655,4,1
1667,4,1
1671,4,2
1750,4,1
1778,4,2
1788,4,2
1796,4,2
1802,4,2
1809,4,2
1817,4,1
1839,4,2
1893,4,1
1905,4,2
1916,4,2
1931,4,1
1957,4,1
1972,4,1
1991,4,2
2000,4,1
2003,4,2
2036,4,1
2045,4,2
2111,4,2
2126,4,1
2202,4,2
2265,4,2
2384,4,1
2391,4,1
2394,4,2
2443,4,2
2505,4,2
2515,4,1
2528,4,1
2560,4,1
2589,4,1
2602,4,1
2641,4,2
2649,4,2
2650,4,2
2718,4,2
2766,4,2
2791,4,2
2813,4,2
2819,4,1
2928,4,1
2936,4,2
2959,4,1
2997,4,2
3058,4,2
3064,4,1
3069,4,2
3119,4,2
3147,4,2
3156,4,2
3215,4,1
3464,4,1
3496,4,2
3517,4,2
3526,4,1
3543,4,1
3573,4,1
3596,4,2
3723,4,2
3786,4,2
3832,4,2
3834,4,2
3869,4,2
3886,4,1
3897,4,2
3906,4,1
3920,4,1
3964,4,2
4012,4,1
4019,4,1
4057,4,2
4239,4,2
4305,4,1
4442,4,1
4456,4,1
4531,4,2
4542,4,2
4606,4,1
4633,4,1
4666,4,1
4731,4,2
4792,4,1
4810,4,2
4849,4,2
4871,4,1
4917,4,1
5008,4,2
5033,4,1
5128,4,1
367,5,2
392,5,2
590,5,1
721,5,1
985,5,2
1150,5,2
1172,5,1
1295,5,2
1405,5,1
1595,5,2
1630,5,2
1824,5,2
2199,5,2
2525,5,2
2644,5,2
2734,5,2
2753,5,2
2869,5,2
2888,5,2
2894,5,1
3166,5,1
3642,5,1
3723,5,2
3825,5,1
3847,5,2
4128,5,1
4775,5,1
4832,5,2
4888,5,1
5007,5,2
106,6,1
250,6,1
331,6,2
415,6,2
488,6,1
568,6,2
668,6,1
726,6,1
771,6,2
805,6,1
917,6,2
918,6,1
1054,6,2
1547,6,1
1589,6,2
1724,6,2
2080,6,1
2099,6,1
2446,6,2
2768,6,2
2794,6,1
3223,6,2
3307,6,1
3657,6,1
4278,6,2
95,7,1
188,7,1
225,7,2
315,7,2
325,7,2
422,7,2
427,7,2
572,7,2
582,7,2
680,7,2
716,7,2
718,7,2
733,7,2
766,7,2
864,7,2
934,7,2
960,7,2
983,7,2
1141,7,2
1179,7,2
1261,7,2
1301,7,2
1327,7,2
1347,7,2
1411,7,1
1548,7,2
1779,7,1
1864,7,1
2086,7,1
2110,7,2
2184,7,1
2244,7,2
2302,7,2
2389,7,2
2436,7,2
2542,7,1
2545,7,1
2566,7,2
2567,7,2
2593,7,2
2599,7,2
2632,7,2
2711,7,2
2946,7,1
3039,7,2
3198,7,1
3211,7,2
3710,7,2
4096,7,1
4136,7,2
4184,7,1
4278,7,2
4333,7,2
4431,7,2
4454,7,1
4501,7,1
4618,7,1
4712,7,1
4739,7,2
4751,7,1
4775,7,1
4818,7,2
5127,7,1
5171,7,2
457,8,2
735,8,1
943,8,1
1327,8,1
1479,8,1
1765,8,2
2439,8,2
2574,8,2
2645,8,2
2713,8,2
2821,8,2
3070,8,2
4153,8,2
4201,8,1
4233,8,2
4373,8,2
4430,8,2
4666,8,2
4759,8,1
954,9,1
3318,9,2
2978,10,2
